"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GCC2-AS1",8.57105555931116e-05,0.334695804003359,0.111,0.006,1,"Monocyte CD16+C1","GCC2-AS1"
"TNFRSF10B.1",8.8645469030406e-05,0.531125906033668,0.333,0.047,1,"Monocyte CD16+C1","TNFRSF10B"
"ROGDI.2",9.32053327597215e-05,0.740927495528784,0.333,0.049,1,"Monocyte CD16+C1","ROGDI"
"FAM20C",9.61322686705933e-05,0.344126055856968,0.111,0.006,1,"Monocyte CD16+C1","FAM20C"
"SH3RF1",9.61322689622097e-05,0.34516573708755,0.111,0.006,1,"Monocyte CD16+C1","SH3RF1"
"IL21R",9.74967326676436e-05,0.544527159111633,0.333,0.047,1,"Monocyte CD16+C1","IL21R"
"POLR3F",9.89871463540167e-05,0.529110257690228,0.222,0.023,1,"Monocyte CD16+C1","POLR3F"
"LAMTOR2.5",9.99109492087305e-05,0.894361864145363,0.778,0.201,1,"Monocyte CD16+C1","LAMTOR2"
"CTD-2020K17.3",0.000100807219268771,0.273473864359333,0.111,0.006,1,"Monocyte CD16+C1","CTD-2020K17.3"
"RP1-240K6.4.1",0.000101066873843823,0.709830817492339,0.222,0.024,1,"Monocyte CD16+C1","RP1-240K6.4"
"FES.1",0.000101214355792656,0.516589388857904,0.333,0.048,1,"Monocyte CD16+C1","FES"
"BBS4",0.000102031463563152,0.425808278366512,0.222,0.023,1,"Monocyte CD16+C1","BBS4"
"MEFV.2",0.000102340757799657,0.291646797237524,0.222,0.023,1,"Monocyte CD16+C1","MEFV"
"SOS2",0.000103054830859008,0.394299902027696,0.333,0.047,1,"Monocyte CD16+C1","SOS2"
"TCIRG1.6",0.000105304338148616,1.01530092444158,0.778,0.208,1,"Monocyte CD16+C1","TCIRG1"
"SORT1.1",0.000108385448046207,0.356068292737385,0.222,0.023,1,"Monocyte CD16+C1","SORT1"
"SLC27A3",0.00010872751932366,0.407961208261051,0.333,0.047,1,"Monocyte CD16+C1","SLC27A3"
"NRROS.2",0.000109093080883099,0.471594893622119,0.444,0.077,1,"Monocyte CD16+C1","NRROS"
"UBXN6",0.000110877399132572,0.581407156179262,0.333,0.048,1,"Monocyte CD16+C1","UBXN6"
"SERPING1",0.000112172874384711,0.332566590647668,0.111,0.007,1,"Monocyte CD16+C1","SERPING1"
"DNAJB5-DT",0.000112577018800436,0.379812888353187,0.111,0.007,1,"Monocyte CD16+C1","DNAJB5-DT"
"ADAP1.2",0.000113341072370125,0.335817203294045,0.333,0.047,1,"Monocyte CD16+C1","ADAP1"
"IRF5.3",0.000113639128301929,0.610695323215258,0.333,0.049,1,"Monocyte CD16+C1","IRF5"
"CCDC189",0.000114207373741714,0.27200992406517,0.111,0.007,1,"Monocyte CD16+C1","CCDC189"
"ZNF385A.5",0.000116366608758922,1.0160580756226,0.444,0.087,1,"Monocyte CD16+C1","ZNF385A"
"RAB20.1",0.000117120908639481,0.376050436140215,0.222,0.024,1,"Monocyte CD16+C1","RAB20"
"PHTF2.4",0.000117414663776859,0.590302002034565,0.556,0.11,1,"Monocyte CD16+C1","PHTF2"
"TMEM218",0.000117667823598722,0.513833369887695,0.333,0.048,1,"Monocyte CD16+C1","TMEM218"
"COMMD10",0.000118191964110644,0.366411615183253,0.444,0.075,1,"Monocyte CD16+C1","COMMD10"
"RP11-46D6.1",0.000119661170312598,0.268749323729864,0.111,0.007,1,"Monocyte CD16+C1","RP11-46D6.1"
"NAPRT.3",0.000120106233579239,0.93639790548349,0.556,0.122,1,"Monocyte CD16+C1","NAPRT"
"ITGAL.11",0.000121892386842304,0.904017272073944,0.889,0.235,1,"Monocyte CD16+C1","ITGAL"
"FERMT3.4",0.000126277627078617,0.718865528796699,0.889,0.237,1,"Monocyte CD16+C1","FERMT3"
"GRN.11",0.000127741219905663,0.803036723725065,0.778,0.198,1,"Monocyte CD16+C1","GRN"
"ZNF593.2",0.000134915877529095,0.717626160355322,0.444,0.081,1,"Monocyte CD16+C1","ZNF593"
"TRIM8.2",0.00013788092251502,0.886634444060759,0.556,0.124,1,"Monocyte CD16+C1","TRIM8"
"CC2D1A",0.000139688038780621,0.346792455368692,0.333,0.048,1,"Monocyte CD16+C1","CC2D1A"
"ATOX1.6",0.000141296383855731,0.848574299070424,0.667,0.16,1,"Monocyte CD16+C1","ATOX1"
"NIPA2",0.000143026000070647,0.35336930435744,0.444,0.076,1,"Monocyte CD16+C1","NIPA2"
"NRDE2",0.000144204605584253,0.580744104597433,0.333,0.049,1,"Monocyte CD16+C1","NRDE2"
"ITPRID2.2",0.00014467357153659,0.38999246262117,0.444,0.077,1,"Monocyte CD16+C1","ITPRID2"
"DPEP2.4",0.000145647144601758,0.417484073637889,0.556,0.108,1,"Monocyte CD16+C1","DPEP2"
"SAC3D1",0.000146588554781874,0.37799727633417,0.222,0.024,1,"Monocyte CD16+C1","SAC3D1"
"PITPNM1.1",0.000150398342154503,0.782500034534758,0.333,0.051,1,"Monocyte CD16+C1","PITPNM1"
"S100A4.11",0.000159325496484728,1.17558767704657,1,0.782,1,"Monocyte CD16+C1","S100A4"
"STAC3.2",0.000162990928926896,0.281845160233034,0.222,0.024,1,"Monocyte CD16+C1","STAC3"
"GNB2.5",0.000163585780330448,1.15064922164909,1,0.422,1,"Monocyte CD16+C1","GNB2"
"CSK.3",0.00016414490907963,1.17524762894924,0.889,0.32,1,"Monocyte CD16+C1","CSK"
"RP11-124N14.3",0.000166905853237961,0.342195284783127,0.111,0.007,1,"Monocyte CD16+C1","RP11-124N14.3"
"GNG5.9",0.00016833119878739,1.27669892145912,1,0.428,1,"Monocyte CD16+C1","GNG5"
"TNIP2.1",0.00016952920223097,0.713111420045253,0.556,0.117,1,"Monocyte CD16+C1","TNIP2"
"RPAP1",0.000173231031611934,0.425407900473641,0.222,0.024,1,"Monocyte CD16+C1","RPAP1"
"S100A6.11",0.000174669937152731,1.15610541318039,1,0.823,1,"Monocyte CD16+C1","S100A6"
"ERAL1",0.000174693652673229,0.420568944958229,0.333,0.049,1,"Monocyte CD16+C1","ERAL1"
"KCTD12.2",0.00017517528439246,0.555971453460816,0.333,0.051,1,"Monocyte CD16+C1","KCTD12"
"BROX",0.000177421830021558,0.61560551588736,0.444,0.081,1,"Monocyte CD16+C1","BROX"
"TNFAIP2.13",0.000180056515258359,0.8070702115635,0.556,0.121,1,"Monocyte CD16+C1","TNFAIP2"
"DRAM2.3",0.000184988614659052,0.901971848335825,0.556,0.126,1,"Monocyte CD16+C1","DRAM2"
"S100Z.2",0.000194377829422472,0.78948764689779,0.222,0.026,1,"Monocyte CD16+C1","S100Z"
"NATD1",0.000194681648260179,0.332713092599106,0.111,0.007,1,"Monocyte CD16+C1","NATD1"
"NCOR2.1",0.000194866262543621,0.771434475724949,0.444,0.084,1,"Monocyte CD16+C1","NCOR2"
"CDH23.1",0.000198342899439567,0.367057709538415,0.222,0.025,1,"Monocyte CD16+C1","CDH23"
"AP1S2.10",0.000199245304597553,0.914989511610134,0.778,0.233,1,"Monocyte CD16+C1","AP1S2"
"CLTA.5",0.000200266945447111,1.18129205830371,0.778,0.222,1,"Monocyte CD16+C1","CLTA"
"ZNF124",0.000205092185145231,0.288724320083554,0.222,0.025,1,"Monocyte CD16+C1","ZNF124"
"CCDC159.1",0.000208891666828447,0.322607187461592,0.333,0.049,1,"Monocyte CD16+C1","CCDC159"
"ATP5F1E.7",0.000209066598035758,0.989037273551246,1,0.866,1,"Monocyte CD16+C1","ATP5F1E"
"NUMB.4",0.000209686080114434,0.481271305848671,0.556,0.114,1,"Monocyte CD16+C1","NUMB"
"PRKCD.2",0.000209996369236148,0.723147931373882,0.444,0.086,1,"Monocyte CD16+C1","PRKCD"
"VASP.6",0.000211885701463383,0.660916248176547,0.889,0.237,1,"Monocyte CD16+C1","VASP"
"RP5-1171I10.5.6",0.000215965723555273,0.856645991539452,0.556,0.123,1,"Monocyte CD16+C1","RP5-1171I10.5"
"RTL8C",0.000217022761440637,0.365713899597855,0.444,0.079,1,"Monocyte CD16+C1","RTL8C"
"TPMT.1",0.000217239630397569,0.552258026968107,0.333,0.051,1,"Monocyte CD16+C1","TPMT"
"TANGO2",0.000221508707992104,0.35198740260162,0.333,0.05,1,"Monocyte CD16+C1","TANGO2"
"FNDC10",0.000223812179456807,0.342059486784569,0.111,0.007,1,"Monocyte CD16+C1","FNDC10"
"QARS1.1",0.000225792391327611,0.607445777789605,0.444,0.084,1,"Monocyte CD16+C1","QARS1"
"FCGR3B",0.000226805551019149,0.334532528093278,0.111,0.007,1,"Monocyte CD16+C1","FCGR3B"
"MTHFD2.1",0.00022993090292376,0.782862089939344,0.444,0.088,1,"Monocyte CD16+C1","MTHFD2"
"ZNF714",0.000234320133949373,0.34295395082267,0.222,0.025,1,"Monocyte CD16+C1","ZNF714"
"BAIAP2-DT",0.000239223305955892,0.3441554960224,0.111,0.007,1,"Monocyte CD16+C1","BAIAP2-DT"
"SLBP.1",0.000239845171879457,0.511134742450651,0.556,0.116,1,"Monocyte CD16+C1","SLBP"
"SCRN1.2",0.000239850866754734,0.360486938171137,0.222,0.025,1,"Monocyte CD16+C1","SCRN1"
"RAB10.3",0.000253321906501456,0.931538636351519,0.667,0.181,1,"Monocyte CD16+C1","RAB10"
"EFNB1",0.000257110428946559,0.260553654613485,0.111,0.007,1,"Monocyte CD16+C1","EFNB1"
"COLGALT1.2",0.000258646268541969,0.580717059044631,0.333,0.053,1,"Monocyte CD16+C1","COLGALT1"
"SLC43A2.2",0.000262530050718186,0.757859395878357,0.333,0.054,1,"Monocyte CD16+C1","SLC43A2"
"ASRGL1.1",0.00026378203108348,0.35731948910542,0.222,0.026,1,"Monocyte CD16+C1","ASRGL1"
"TUBA1B.6",0.000268805261002924,1.19438669048779,1,0.477,1,"Monocyte CD16+C1","TUBA1B"
"CIDEB",0.000269085370101308,0.434004072158097,0.333,0.052,1,"Monocyte CD16+C1","CIDEB"
"CD4.11",0.000271384097662932,0.630644017162826,0.667,0.16,1,"Monocyte CD16+C1","CD4"
"ZDHHC24",0.000271457667395573,0.707647923773387,0.444,0.087,1,"Monocyte CD16+C1","ZDHHC24"
"KBTBD11",0.000274040968224094,0.333747925703414,0.111,0.007,1,"Monocyte CD16+C1","KBTBD11"
"PTP4A2.8",0.000279389892136733,1.29249639812334,0.889,0.442,1,"Monocyte CD16+C1","PTP4A2"
"VAMP8.6",0.000279705162247207,1.02024572911767,1,0.425,1,"Monocyte CD16+C1","VAMP8"
"NFKBIZ.9",0.000282785359393072,0.985697512921978,1,0.377,1,"Monocyte CD16+C1","NFKBIZ"
"SLC43A3.1",0.000286841378532054,0.264959734749503,0.222,0.026,1,"Monocyte CD16+C1","SLC43A3"
"NMI.1",0.000288674998097775,0.626096818975921,0.444,0.086,1,"Monocyte CD16+C1","NMI"
"LTA4H.8",0.000293753195298531,1.22762450122204,0.667,0.199,1,"Monocyte CD16+C1","LTA4H"
"MNT.2",0.000299376774085833,0.427772806454917,0.333,0.052,1,"Monocyte CD16+C1","MNT"
"TAF9B",0.000299444021349531,0.278685427118264,0.222,0.026,1,"Monocyte CD16+C1","TAF9B"
"PGLS.6",0.000299595965707707,1.03093260621248,0.889,0.317,1,"Monocyte CD16+C1","PGLS"
"WRAP73",0.000300342682313246,0.930849370387859,0.333,0.058,1,"Monocyte CD16+C1","WRAP73"
"MYO15B.2",0.000300604768397804,0.293186912320302,0.333,0.051,1,"Monocyte CD16+C1","MYO15B"
"ARPC2.8",0.000301050275758698,1.06252770179647,1,0.715,1,"Monocyte CD16+C1","ARPC2"
"RP5-832C2.5",0.000304676133227307,0.255737536134444,0.222,0.026,1,"Monocyte CD16+C1","RP5-832C2.5"
"PTMS.2",0.000306507085406922,0.410859733948406,0.333,0.052,1,"Monocyte CD16+C1","PTMS"
"BOP1",0.00031059595023852,0.533354878298181,0.333,0.053,1,"Monocyte CD16+C1","BOP1"
"MYO1G.8",0.000318030711954581,0.84602140823524,0.889,0.283,1,"Monocyte CD16+C1","MYO1G"
"PTPRCAP.9",0.000318816099291792,-2.96409539379345,0,0.682,1,"Monocyte CD16+C1","PTPRCAP"
"TAOK3.7",0.000319426262799916,1.03632576920527,0.778,0.235,1,"Monocyte CD16+C1","TAOK3"
"INTS9",0.000322919725333356,0.415514707798105,0.222,0.026,1,"Monocyte CD16+C1","INTS9"
"ZDHHC5",0.000328821988425919,0.53484491529391,0.333,0.053,1,"Monocyte CD16+C1","ZDHHC5"
"TNK2.1",0.000329116655469933,0.429029110128725,0.333,0.053,1,"Monocyte CD16+C1","TNK2"
"TNFSF12.1",0.000331372586291506,0.485014836466044,0.444,0.084,1,"Monocyte CD16+C1","TNFSF12"
"SLC25A24.2",0.000332328705063361,0.51160230062635,0.444,0.085,1,"Monocyte CD16+C1","SLC25A24"
"SUMF1",0.000334581193035349,0.33204683393198,0.333,0.052,1,"Monocyte CD16+C1","SUMF1"
"ATP6V0C.5",0.000335936951924864,1.03512005543067,1,0.497,1,"Monocyte CD16+C1","ATP6V0C"
"C1orf162.12",0.00033718004593637,1.10025778779783,0.889,0.303,1,"Monocyte CD16+C1","C1orf162"
"SNX10.7",0.000341162227267011,0.604879495806154,0.556,0.123,1,"Monocyte CD16+C1","SNX10"
"PLAUR.13",0.000345020807788167,0.561518606822474,0.556,0.124,1,"Monocyte CD16+C1","PLAUR"
"RYBP.1",0.000347257039255589,0.378143348036509,0.222,0.026,1,"Monocyte CD16+C1","RYBP"
"GIN1",0.000351155416654419,0.338314898850586,0.111,0.007,1,"Monocyte CD16+C1","GIN1"
"PYM1",0.000352595375060666,0.34562129637412,0.444,0.083,1,"Monocyte CD16+C1","PYM1"
"ANPEP.1",0.000354168293337682,0.432140953877912,0.222,0.027,1,"Monocyte CD16+C1","ANPEP"
"TPM3.7",0.000356941175370322,1.01283432357223,1,0.781,1,"Monocyte CD16+C1","TPM3"
"ENG",0.000359811334115523,0.329521409198817,0.222,0.026,1,"Monocyte CD16+C1","ENG"
"IER5.6",0.000361872934607778,0.809956547495669,0.667,0.176,1,"Monocyte CD16+C1","IER5"
"CDC27",0.000363683413423776,0.616085976404483,0.444,0.086,1,"Monocyte CD16+C1","CDC27"
"MED7",0.000364223112289936,0.409397868580059,0.222,0.027,1,"Monocyte CD16+C1","MED7"
"DDX59",0.000364565123096423,0.329931602350612,0.333,0.052,1,"Monocyte CD16+C1","DDX59"
"GRK2.6",0.000368895783290801,0.930632767362769,0.667,0.19,1,"Monocyte CD16+C1","GRK2"
"SNX13",0.000377465409096103,0.621178733247481,0.333,0.055,1,"Monocyte CD16+C1","SNX13"
"RBBP8.1",0.000378390556284674,0.56501998668292,0.222,0.027,1,"Monocyte CD16+C1","RBBP8"
"LGALS3.10",0.000378839827488907,1.06958659919629,0.667,0.188,1,"Monocyte CD16+C1","LGALS3"
"CYFIP1.1",0.000386467351467094,0.409277329704001,0.222,0.027,1,"Monocyte CD16+C1","CYFIP1"
"TEX264",0.000395191519087602,0.816423743158286,0.667,0.175,1,"Monocyte CD16+C1","TEX264"
"MEF2A.4",0.000401135645047653,0.529724764238597,0.556,0.122,1,"Monocyte CD16+C1","MEF2A"
"TMSB4X.9",0.000410834861398347,0.546332245895382,1,0.994,1,"Monocyte CD16+C1","TMSB4X"
"EMP3.8",0.000410841038067082,1.06455460440538,1,0.731,1,"Monocyte CD16+C1","EMP3"
"IQGAP1.6",0.000413822941878498,1.07151588154032,1,0.424,1,"Monocyte CD16+C1","IQGAP1"
"BRAT1",0.000416384355015768,0.432572470147309,0.333,0.054,1,"Monocyte CD16+C1","BRAT1"
"PSEN1.2",0.000416599003999788,0.60823137411478,0.333,0.056,1,"Monocyte CD16+C1","PSEN1"
"CD74.11",0.000419289684445634,1.00724792242373,1,0.797,1,"Monocyte CD16+C1","CD74"
"EFHD2.10",0.000422478059892851,1.02303875536751,0.889,0.338,1,"Monocyte CD16+C1","EFHD2"
"TMEM176B.2",0.000434747950658591,0.568608190519323,0.333,0.055,1,"Monocyte CD16+C1","TMEM176B"
"FLII.1",0.000435540800236521,0.784010583659674,0.556,0.133,1,"Monocyte CD16+C1","FLII"
"RNF19B",0.000442612188272803,0.332465040941858,0.222,0.027,1,"Monocyte CD16+C1","RNF19B"
"ACOT9.2",0.00046179400159855,0.73334127062454,0.333,0.057,1,"Monocyte CD16+C1","ACOT9"
"PPID",0.000467150176655951,0.526292787444295,0.444,0.087,1,"Monocyte CD16+C1","PPID"
"H3-3A.8",0.000469371516013875,0.834009240279642,1,0.844,1,"Monocyte CD16+C1","H3-3A"
"AKT1",0.000471960530277774,0.373523291529249,0.333,0.054,1,"Monocyte CD16+C1","AKT1"
"CTSB.10",0.000478120808574389,0.96108136149567,0.667,0.2,1,"Monocyte CD16+C1","CTSB"
"CTIF",0.000482288252585581,0.321201823995014,0.111,0.008,1,"Monocyte CD16+C1","CTIF"
"LIMS1.5",0.000482548780740666,0.782515229788928,0.667,0.181,1,"Monocyte CD16+C1","LIMS1"
"SLC38A6",0.000482867187677049,0.261146220256878,0.222,0.027,1,"Monocyte CD16+C1","SLC38A6"
"SELENON",0.00048765517716167,0.360054059507295,0.222,0.027,1,"Monocyte CD16+C1","SELENON"
"FCGRT.12",0.000510691862601461,1.08510693784744,0.667,0.19,1,"Monocyte CD16+C1","FCGRT"
"SCNM1.2",0.000511436734764907,0.633901392919661,0.556,0.129,1,"Monocyte CD16+C1","SCNM1"
"KIF13B.1",0.000522591112666336,0.622663903161995,0.333,0.057,1,"Monocyte CD16+C1","KIF13B"
"EVI2B.9",0.000525077650476352,0.925587097514927,0.778,0.268,1,"Monocyte CD16+C1","EVI2B"
"PGAM1.7",0.0005406225259484,0.781568037134771,1,0.345,1,"Monocyte CD16+C1","PGAM1"
"ARL6IP6",0.000544294010359785,0.598707010228612,0.444,0.089,1,"Monocyte CD16+C1","ARL6IP6"
"GAB3.3",0.00054578261645943,0.470829685965283,0.333,0.055,1,"Monocyte CD16+C1","GAB3"
"ANXA2.8",0.000558984613830579,0.888252391347928,1,0.342,1,"Monocyte CD16+C1","ANXA2"
"SRFBP1",0.000561380338457419,0.30907111066078,0.333,0.055,1,"Monocyte CD16+C1","SRFBP1"
"PSMA4.2",0.000562436098506229,0.855201771243772,0.667,0.171,1,"Monocyte CD16+C1","PSMA4"
"ICAM2.6",0.000563534429508671,0.726048725876046,0.778,0.224,1,"Monocyte CD16+C1","ICAM2"
"UBXN11.7",0.000564726193643733,0.45950832609831,0.556,0.125,1,"Monocyte CD16+C1","UBXN11"
"FAM32A.1",0.000568300928736594,0.531007513817917,0.667,0.163,1,"Monocyte CD16+C1","FAM32A"
"TNFSF13B.6",0.000569529793770201,0.555752655164891,0.444,0.091,1,"Monocyte CD16+C1","TNFSF13B"
"MARVELD1",0.000572028191592422,0.330433649773294,0.111,0.008,1,"Monocyte CD16+C1","MARVELD1"
"BRK1.5",0.000575381351489838,1.00489039072134,0.889,0.413,1,"Monocyte CD16+C1","BRK1"
"DGKG",0.000577088909674341,0.332343452996843,0.111,0.008,1,"Monocyte CD16+C1","DGKG"
"S100A9.12",0.000583287260461638,-1.7396763509606,0.889,0.25,1,"Monocyte CD16+C1","S100A9"
"KLC1",0.000583667525011515,0.399349947228226,0.444,0.088,1,"Monocyte CD16+C1","KLC1"
"PARL",0.000586796384613823,0.349304739380321,0.222,0.028,1,"Monocyte CD16+C1","PARL"
"GNPDA1.1",0.000587653789358897,0.532741000335582,0.333,0.057,1,"Monocyte CD16+C1","GNPDA1"
"MIEN1.7",0.000593663741158177,0.750890605302286,0.778,0.222,1,"Monocyte CD16+C1","MIEN1"
"LLPH",0.000594044766445953,0.495299253199227,0.444,0.089,1,"Monocyte CD16+C1","LLPH"
"TBRG4",0.000596123060862427,0.488061593546998,0.333,0.056,1,"Monocyte CD16+C1","TBRG4"
"AC073254.1",0.000597751549203663,0.328470909265286,0.111,0.008,1,"Monocyte CD16+C1","AC073254.1"
"GUCD1.2",0.00060132578048047,0.405155720190582,0.333,0.056,1,"Monocyte CD16+C1","GUCD1"
"SUZ12",0.000611820440666678,0.612896130182795,0.444,0.091,1,"Monocyte CD16+C1","SUZ12"
"SHKBP1.4",0.000618816099507367,0.690974495665081,0.778,0.218,1,"Monocyte CD16+C1","SHKBP1"
"PHETA1",0.000633703956145052,0.362094485512974,0.111,0.008,1,"Monocyte CD16+C1","PHETA1"
"BTG1.8",0.00064421761194589,-1.61925637158555,0.778,0.912,1,"Monocyte CD16+C1","BTG1"
"MCRIP2.1",0.000650531951622308,0.648194482206077,0.444,0.094,1,"Monocyte CD16+C1","MCRIP2"
"WASF2.3",0.000655481977573268,1.17311843997597,1,0.444,1,"Monocyte CD16+C1","WASF2"
"LRRK2.2",0.000657389482233516,0.396303106882284,0.333,0.057,1,"Monocyte CD16+C1","LRRK2"
"TNFRSF14.1",0.000657515819014173,0.847277283882186,0.889,0.312,1,"Monocyte CD16+C1","TNFRSF14"
"FNIP1.3",0.000674124050461693,0.982892178914946,0.444,0.103,1,"Monocyte CD16+C1","FNIP1"
"ACOT8",0.00067606873819694,0.440979646116472,0.333,0.057,1,"Monocyte CD16+C1","ACOT8"
"CMTM6.5",0.000686798823231063,0.917646477164545,0.778,0.266,1,"Monocyte CD16+C1","CMTM6"
"MTX1.1",0.000687536410067886,0.756680631836413,0.444,0.098,1,"Monocyte CD16+C1","MTX1"
"MYCBP",0.000691940676919964,0.315731521342096,0.333,0.056,1,"Monocyte CD16+C1","MYCBP"
"MIIP.1",0.000693953174351015,0.653007087772448,0.444,0.095,1,"Monocyte CD16+C1","MIIP"
"MAPKAPK2",0.000698121103969795,0.438722485172697,0.333,0.057,1,"Monocyte CD16+C1","MAPKAPK2"
"NFXL1",0.00070056797491424,0.431492050018231,0.222,0.029,1,"Monocyte CD16+C1","NFXL1"
"ALDH3B1.2",0.000702147892001817,0.404050554049379,0.222,0.029,1,"Monocyte CD16+C1","ALDH3B1"
"CNIH4.1",0.000703751022074598,0.559015678989768,0.444,0.093,1,"Monocyte CD16+C1","CNIH4"
"GNAQ.1",0.000708592724453592,0.438891764986285,0.333,0.057,1,"Monocyte CD16+C1","GNAQ"
"CHRFAM7A",0.000714382772993934,0.259245471607538,0.111,0.008,1,"Monocyte CD16+C1","CHRFAM7A"
"IL13RA1.1",0.00071906966473763,0.478895622342478,0.222,0.03,1,"Monocyte CD16+C1","IL13RA1"
"MMP24OS.2",0.000723157436336564,0.966201381506714,0.667,0.215,1,"Monocyte CD16+C1","MMP24OS"
"ST3GAL6",0.00072879135239349,0.258108708030685,0.111,0.008,1,"Monocyte CD16+C1","ST3GAL6"
"CHMP2A.4",0.000732934639490408,0.59651583151992,0.667,0.171,1,"Monocyte CD16+C1","CHMP2A"
"FAM214B.1",0.00073666776878737,0.282565449127198,0.222,0.029,1,"Monocyte CD16+C1","FAM214B"
"ZNF230",0.000745588651053721,0.261696472003898,0.111,0.008,1,"Monocyte CD16+C1","ZNF230"
"DNAJB12",0.000753486408022332,0.368755336138207,0.444,0.09,1,"Monocyte CD16+C1","DNAJB12"
"CAPNS1.6",0.000760080659233054,0.77738867490404,0.556,0.144,1,"Monocyte CD16+C1","CAPNS1"
"LINC01023",0.00076751752424534,0.368501485720188,0.111,0.008,1,"Monocyte CD16+C1","LINC01023"
"CD86.3",0.000769989543494575,0.311137598520695,0.333,0.057,1,"Monocyte CD16+C1","CD86"
"IMPA2.1",0.0007712858207695,0.419369163763122,0.222,0.03,1,"Monocyte CD16+C1","IMPA2"
"DENND6B.1",0.000774650415265629,0.59306083241279,0.222,0.03,1,"Monocyte CD16+C1","DENND6B"
"EPOR",0.000777569776773323,0.262620817133518,0.222,0.029,1,"Monocyte CD16+C1","EPOR"
"PPP2R5B",0.000781984194195087,0.272108794205789,0.222,0.029,1,"Monocyte CD16+C1","PPP2R5B"
"HSD17B8",0.000788366423601714,0.391761092157997,0.333,0.057,1,"Monocyte CD16+C1","HSD17B8"
"LIMD1.1",0.000798522124779307,0.250091496550261,0.222,0.029,1,"Monocyte CD16+C1","LIMD1"
"RMDN1",0.000801435825855972,0.401719990745176,0.333,0.058,1,"Monocyte CD16+C1","RMDN1"
"BLVRB.11",0.000808066521563519,0.696423414907991,0.556,0.137,1,"Monocyte CD16+C1","BLVRB"
"TNRC18.1",0.00080868639475469,0.284243440522016,0.333,0.057,1,"Monocyte CD16+C1","TNRC18"
"MFSD1.5",0.000809032391831598,0.454574745795924,0.556,0.131,1,"Monocyte CD16+C1","MFSD1"
"VAMP3.2",0.000812001999843187,0.566989387675363,0.444,0.095,1,"Monocyte CD16+C1","VAMP3"
"ACTB.11",0.00081348964570522,0.751446787569862,1,0.993,1,"Monocyte CD16+C1","ACTB"
"BCOR",0.000813849446725873,0.498533383981144,0.222,0.03,1,"Monocyte CD16+C1","BCOR"
"LIMK1",0.000814043847051784,0.262270821545673,0.222,0.029,1,"Monocyte CD16+C1","LIMK1"
"UHRF1BP1",0.000816534492031083,0.312715306071047,0.222,0.029,1,"Monocyte CD16+C1","UHRF1BP1"
"COX6B1.3",0.000822281055569748,0.988222144888072,1,0.627,1,"Monocyte CD16+C1","COX6B1"
"LGALS8",0.000848971034613135,0.710043557412384,0.444,0.099,1,"Monocyte CD16+C1","LGALS8"
"ATP11A",0.000851493457315106,0.253606077588717,0.222,0.029,1,"Monocyte CD16+C1","ATP11A"
"HMGXB4",0.000858938030929105,0.62809351308715,0.333,0.06,1,"Monocyte CD16+C1","HMGXB4"
"PLSCR1.4",0.000860166980119059,0.722598552337275,0.444,0.098,1,"Monocyte CD16+C1","PLSCR1"
"PELP1",0.000862087976524417,0.398980643601908,0.333,0.058,1,"Monocyte CD16+C1","PELP1"
"TMA16",0.000874333912161799,0.250638725815003,0.222,0.029,1,"Monocyte CD16+C1","TMA16"
"HGSNAT",0.000879573327518407,0.699335267718255,0.333,0.061,1,"Monocyte CD16+C1","HGSNAT"
"TNFSF13.2",0.000882274088269513,0.422405423695706,0.333,0.059,1,"Monocyte CD16+C1","TNFSF13"
"RNF122",0.00088494367156143,0.260295740483507,0.111,0.008,1,"Monocyte CD16+C1","RNF122"
"PSTPIP2.2",0.00089534181611146,0.606290259940903,0.333,0.061,1,"Monocyte CD16+C1","PSTPIP2"
"MTRF1L",0.000895388307139862,0.442928369277828,0.333,0.059,1,"Monocyte CD16+C1","MTRF1L"
"SDSL",0.000901025477214663,0.326416976237522,0.111,0.009,1,"Monocyte CD16+C1","SDSL"
"PPCDC.1",0.000909736806565281,0.505758201944251,0.222,0.03,1,"Monocyte CD16+C1","PPCDC"
"CD69.10",0.000912768804510587,-2.79229683587971,0.111,0.693,1,"Monocyte CD16+C1","CD69"
"OXR1.1",0.000930866296352094,0.345467343886916,0.444,0.091,1,"Monocyte CD16+C1","OXR1"
"TKT.11",0.000950199265163823,1.0576364345564,0.889,0.356,1,"Monocyte CD16+C1","TKT"
"GDI2.5",0.00095942920747273,1.0884155451804,0.778,0.337,1,"Monocyte CD16+C1","GDI2"
"NBEAL2.4",0.000968016237676882,0.511986766453037,0.444,0.095,1,"Monocyte CD16+C1","NBEAL2"
"ELMOD2",0.000981103341250383,0.41248684868286,0.222,0.03,1,"Monocyte CD16+C1","ELMOD2"
"ARRDC1-AS1",0.000986820585461227,0.403418468676928,0.222,0.03,1,"Monocyte CD16+C1","ARRDC1-AS1"
"NACC2.1",0.000989198496385741,0.262993015331049,0.222,0.03,1,"Monocyte CD16+C1","NACC2"
"PYGB",0.000997959050644398,0.268325027115787,0.333,0.058,1,"Monocyte CD16+C1","PYGB"
"GABBR1",0.00100317320710062,0.410548441671258,0.222,0.03,1,"Monocyte CD16+C1","GABBR1"
"GNB4.1",0.00100613219088105,0.334230902648971,0.222,0.03,1,"Monocyte CD16+C1","GNB4"
