"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PFN1.15",1.7104291633826e-22,-0.46380120031056,0.946,0.963,3.86710929549173e-18,"T_CD8_c02-GPR183","PFN1"
"MS4A7.18",1.91408212805504e-22,-0.633669990053308,0.007,0.109,4.32754828331964e-18,"T_CD8_c02-GPR183","MS4A7"
"CTSH.16",2.07027951859513e-22,-0.5336043295709,0.07,0.198,4.68069496359173e-18,"T_CD8_c02-GPR183","CTSH"
"CD6.18",2.1258822588962e-22,0.422986671994404,0.494,0.336,4.80640719913841e-18,"T_CD8_c02-GPR183","CD6"
"SNX2.17",2.26252247035201e-22,-0.557817556468438,0.166,0.306,5.11533705321885e-18,"T_CD8_c02-GPR183","SNX2"
"C1orf162.16",2.40924172818862e-22,-0.581337397328204,0.195,0.337,5.44705462326165e-18,"T_CD8_c02-GPR183","C1orf162"
"TBXAS1.17",2.42767467587379e-22,-0.535250695524397,0.028,0.143,5.48872967468305e-18,"T_CD8_c02-GPR183","TBXAS1"
"SH3BGRL.10",2.44815649295956e-22,-0.419823755537419,0.394,0.534,5.53503701493227e-18,"T_CD8_c02-GPR183","SH3BGRL"
"GPR171.4",2.52764500593778e-22,0.27989374569175,0.13,0.054,5.71475259392473e-18,"T_CD8_c02-GPR183","GPR171"
"CCR7.15",3.17424607179254e-22,0.260802405500866,0.435,0.268,7.17665294371575e-18,"T_CD8_c02-GPR183","CCR7"
"SLC7A7.18",4.86393067830114e-22,-0.470380110888612,0.011,0.115,1.0996860870571e-17,"T_CD8_c02-GPR183","SLC7A7"
"PLAC8.12",5.44167705674693e-22,-0.552067453776551,0.242,0.387,1.23030876575991e-17,"T_CD8_c02-GPR183","PLAC8"
"MTSS1.14",6.05355725455343e-22,-0.522701687182228,0.055,0.179,1.36864875968199e-17,"T_CD8_c02-GPR183","MTSS1"
"CD79B.18",6.14127348578095e-22,-0.759682887595187,0.038,0.153,1.38848052240021e-17,"T_CD8_c02-GPR183","CD79B"
"SYNGR2.15",6.21669636420835e-22,-0.517385523023436,0.271,0.416,1.40553288098387e-17,"T_CD8_c02-GPR183","SYNGR2"
"SCML4.7",8.9110326234707e-22,0.330208794231523,0.34,0.202,2.01469536584049e-17,"T_CD8_c02-GPR183","SCML4"
"BANK1.18",1.17907150858006e-21,-0.730620388859265,0.006,0.104,2.66576277374867e-17,"T_CD8_c02-GPR183","BANK1"
"FAM49A.10",1.72468000862131e-21,-0.311470357038413,0.005,0.102,3.89932903149191e-17,"T_CD8_c02-GPR183","FAM49A"
"PRAM1.17",1.72472767826726e-21,-0.386622246251706,0.005,0.101,3.89943680779445e-17,"T_CD8_c02-GPR183","PRAM1"
"LAMTOR4.11",2.37551533924877e-21,-0.444575904061995,0.419,0.554,5.37080263050755e-17,"T_CD8_c02-GPR183","LAMTOR4"
"MAP3K8.8",2.54225429144541e-21,-0.584593832110293,0.144,0.286,5.74778272752892e-17,"T_CD8_c02-GPR183","MAP3K8"
"SLC11A1.18",2.74277524835708e-21,-0.534746157904593,0.023,0.129,6.20114055901052e-17,"T_CD8_c02-GPR183","SLC11A1"
"SLAMF1.4",3.45187786940682e-21,0.267379039920748,0.147,0.066,7.80435067494188e-17,"T_CD8_c02-GPR183","SLAMF1"
"MT-CO1.12",4.0637495635259e-21,-0.272101086593017,0.999,0.999,9.1877313881757e-17,"T_CD8_c02-GPR183","MT-CO1"
"S1PR1.11",4.83293505808787e-21,0.480381558826317,0.47,0.327,1.09267828728309e-16,"T_CD8_c02-GPR183","S1PR1"
"TALDO1.16",6.29836585370329e-21,-0.709358300882965,0.263,0.389,1.42399753586378e-16,"T_CD8_c02-GPR183","TALDO1"
"AIF1.17",8.31733282742927e-21,-1.56031519302585,0.139,0.258,1.88046577895348e-16,"T_CD8_c02-GPR183","AIF1"
"MS4A1.18",8.44258282188858e-21,-1.45009301527014,0.021,0.123,1.90878355020079e-16,"T_CD8_c02-GPR183","MS4A1"
"TTC39C.9",9.10505720941363e-21,0.370399491973867,0.35,0.22,2.05856238447633e-16,"T_CD8_c02-GPR183","TTC39C"
"FCGR2A.17",1.17026201652547e-20,-0.392935637837823,0.007,0.102,2.64584539316243e-16,"T_CD8_c02-GPR183","FCGR2A"
"FCRL6.17",1.31470284972095e-20,-0.575820881607766,0.041,0.151,2.97241167293411e-16,"T_CD8_c02-GPR183","FCRL6"
"ITGAX.17",1.31651233078154e-20,-0.370000193590943,0.012,0.112,2.97650272866398e-16,"T_CD8_c02-GPR183","ITGAX"
"ITM2A.15",1.49650863408546e-20,0.363915442640818,0.412,0.27,3.38345637080382e-16,"T_CD8_c02-GPR183","ITM2A"
"PSMB10.12",1.62354656683412e-20,-0.444899063360194,0.369,0.508,3.67067643295527e-16,"T_CD8_c02-GPR183","PSMB10"
"HVCN1.16",1.85101347557294e-20,-0.536623653959105,0.041,0.152,4.18495636692286e-16,"T_CD8_c02-GPR183","HVCN1"
"CD79A.18",1.99457257212368e-20,-1.64557366173388,0.031,0.134,4.50952912831444e-16,"T_CD8_c02-GPR183","CD79A"
"IQGAP1.11",2.32234518808071e-20,-0.483739478693374,0.333,0.474,5.25059023573167e-16,"T_CD8_c02-GPR183","IQGAP1"
"CD3G.16",2.43131125224561e-20,0.252048967075439,0.576,0.389,5.49695161020211e-16,"T_CD8_c02-GPR183","CD3G"
"RASSF4.12",2.4334262531116e-20,-0.348747248727472,0.01,0.107,5.50173341566001e-16,"T_CD8_c02-GPR183","RASSF4"
"PTPRE.10",2.50843878140486e-20,-0.491007679042808,0.098,0.229,5.67132924087826e-16,"T_CD8_c02-GPR183","PTPRE"
"DUSP16.3",2.8191258570866e-20,0.275067041392579,0.108,0.044,6.37376165028709e-16,"T_CD8_c02-GPR183","DUSP16"
"LST1.17",3.32912068903407e-20,-1.35351759107658,0.099,0.215,7.52680896583714e-16,"T_CD8_c02-GPR183","LST1"
"TRAF1.5",3.40190485273691e-20,0.29823184778253,0.202,0.105,7.69136668155288e-16,"T_CD8_c02-GPR183","TRAF1"
"GRINA.16",6.17667058946811e-20,-0.465968742846591,0.099,0.225,1.39648345357284e-15,"T_CD8_c02-GPR183","GRINA"
"PDLIM1.13",7.87527029344525e-20,-0.443966943439887,0.009,0.102,1.78051986064504e-15,"T_CD8_c02-GPR183","PDLIM1"
"TCIRG1.13",9.08348470856821e-20,-0.45159329731837,0.157,0.293,2.05368505776019e-15,"T_CD8_c02-GPR183","TCIRG1"
"SLC2A3.11",9.48019028602204e-20,0.472527333905749,0.496,0.358,2.14337622176672e-15,"T_CD8_c02-GPR183","SLC2A3"
"RPS29.11",1.07334538255402e-19,0.283725769920332,0.947,0.927,2.42672657541639e-15,"T_CD8_c02-GPR183","RPS29"
"LAIR2.16",1.08297181540853e-19,-0.685093757984373,0.031,0.132,2.44849097745715e-15,"T_CD8_c02-GPR183","LAIR2"
"ATP5MC2.5",1.08922438693897e-19,-0.313484496587736,0.843,0.891,2.46262741643031e-15,"T_CD8_c02-GPR183","ATP5MC2"
"LIME1.15",1.15367783741525e-19,0.299017615206345,0.454,0.3,2.60835022261214e-15,"T_CD8_c02-GPR183","LIME1"
"OXNAD1.10",1.20280088650842e-19,0.297118764014055,0.295,0.173,2.7194125243069e-15,"T_CD8_c02-GPR183","OXNAD1"
"COX8A.12",1.87475593912278e-19,-0.41741598563915,0.51,0.608,4.23863570276268e-15,"T_CD8_c02-GPR183","COX8A"
"VAMP8.13",2.00207868698416e-19,-0.456213873344701,0.402,0.518,4.52649970340249e-15,"T_CD8_c02-GPR183","VAMP8"
"CDKN1B.5",3.00922253994671e-19,0.445992220785081,0.475,0.342,6.80355124056552e-15,"T_CD8_c02-GPR183","CDKN1B"
"ICOS.11",3.0813653232755e-19,0.294815491313841,0.198,0.103,6.96665885939359e-15,"T_CD8_c02-GPR183","ICOS"
"GLUL.10",3.36077513643081e-19,-0.421521755028648,0.093,0.218,7.59837650595642e-15,"T_CD8_c02-GPR183","GLUL"
"CD27.16",4.69812238355832e-19,0.35930427847308,0.349,0.22,1.0621984896987e-14,"T_CD8_c02-GPR183","CD27"
"S100A6.14",4.71231303742894e-19,-1.08124792298216,0.817,0.829,1.06540685463231e-14,"T_CD8_c02-GPR183","S100A6"
"ATP6V0D1.10",6.04113982201414e-19,-0.437648461185143,0.138,0.266,1.36584130235918e-14,"T_CD8_c02-GPR183","ATP6V0D1"
"FKBP1A.17",7.73727561848246e-19,-0.533491890021466,0.367,0.477,1.7493206445827e-14,"T_CD8_c02-GPR183","FKBP1A"
"SOCS1.2",8.60728973770486e-19,0.25075401485593,0.131,0.059,1.94602213679769e-14,"T_CD8_c02-GPR183","SOCS1"
"CPPED1.17",1.03152674632149e-18,-0.386792201480964,0.029,0.129,2.33217882075825e-14,"T_CD8_c02-GPR183","CPPED1"
"SWAP70.17",1.09515857444186e-18,-0.47057664173079,0.02,0.114,2.47604402095559e-14,"T_CD8_c02-GPR183","SWAP70"
"RORA.12",2.0144079482624e-18,0.439132824199533,0.393,0.262,4.55437493022647e-14,"T_CD8_c02-GPR183","RORA"
"ITK.11",2.07146994769267e-18,0.342990472822646,0.403,0.267,4.68338640473836e-14,"T_CD8_c02-GPR183","ITK"
"CEBPD.15",2.14990986214112e-18,-0.398586618236329,0.02,0.115,4.86073120731485e-14,"T_CD8_c02-GPR183","CEBPD"
"ABI3.15",2.46081319464244e-18,-0.430444466951639,0.082,0.198,5.5636525517671e-14,"T_CD8_c02-GPR183","ABI3"
"SEC11A.10",2.60430335903484e-18,-0.39546979788917,0.299,0.433,5.88806946444187e-14,"T_CD8_c02-GPR183","SEC11A"
"ATP6V1F.8",2.85952061945673e-18,-0.375572666264327,0.313,0.445,6.46509016852972e-14,"T_CD8_c02-GPR183","ATP6V1F"
"CTSD.12",2.97162837016458e-18,-0.423440697263605,0.037,0.137,6.71855458210509e-14,"T_CD8_c02-GPR183","CTSD"
"PPP1CA.13",3.22536957024168e-18,-0.390762232189683,0.466,0.594,7.29223806135941e-14,"T_CD8_c02-GPR183","PPP1CA"
"LGALS9.14",3.46845969395084e-18,-0.419690914786904,0.073,0.186,7.84184052205346e-14,"T_CD8_c02-GPR183","LGALS9"
"VASP.10",3.4985449719893e-18,-0.463252820593528,0.225,0.351,7.90986032717061e-14,"T_CD8_c02-GPR183","VASP"
"ALDH2.17",3.97515995739348e-18,-0.421406087215019,0.026,0.121,8.98743914767092e-14,"T_CD8_c02-GPR183","ALDH2"
"SLC39A8.2",4.49800334310975e-18,0.307677929049949,0.169,0.086,1.01695357584368e-13,"T_CD8_c02-GPR183","SLC39A8"
"CCR6.6",4.52913312501469e-18,0.366251126227936,0.146,0.071,1.02399170823457e-13,"T_CD8_c02-GPR183","CCR6"
"TLN1.13",4.67706344598305e-18,-0.50271159891911,0.214,0.345,1.05743727450231e-13,"T_CD8_c02-GPR183","TLN1"
"SKAP2.11",5.76309220026916e-18,-0.353318338457746,0.049,0.153,1.30297751555886e-13,"T_CD8_c02-GPR183","SKAP2"
"PIK3AP1.11",5.95261201911202e-18,-0.286841126743473,0.024,0.119,1.34582605140104e-13,"T_CD8_c02-GPR183","PIK3AP1"
"PRELID1.14",6.13892544416539e-18,-0.544274201509947,0.363,0.463,1.38794965367135e-13,"T_CD8_c02-GPR183","PRELID1"
"THEM4.10",7.29340593635105e-18,0.267753259756782,0.268,0.158,1.64896614814961e-13,"T_CD8_c02-GPR183","THEM4"
"LDHA.14",7.52924537655883e-18,0.516014021795448,0.694,0.593,1.70228708718619e-13,"T_CD8_c02-GPR183","LDHA"
"PGD.17",8.18031832150107e-18,-0.492787104207129,0.096,0.21,1.84948816930818e-13,"T_CD8_c02-GPR183","PGD"
"LRP1.18",1.02523008594563e-17,-0.429689152650581,0.015,0.102,2.31794270131448e-13,"T_CD8_c02-GPR183","LRP1"
"PIK3R1.13",1.3903901396944e-17,0.366405260067842,0.481,0.346,3.14353306683508e-13,"T_CD8_c02-GPR183","PIK3R1"
"RIN3.12",1.76094654736339e-17,-0.407466045212466,0.148,0.278,3.98132404893389e-13,"T_CD8_c02-GPR183","RIN3"
"POLD4.11",1.91842971287358e-17,-0.456836236012439,0.264,0.389,4.33737773783587e-13,"T_CD8_c02-GPR183","POLD4"
"CSK.9",2.37483469490001e-17,-0.45546045820819,0.236,0.359,5.36926376169943e-13,"T_CD8_c02-GPR183","CSK"
"STX7.13",2.70509961730371e-17,-0.39150975791057,0.059,0.165,6.11595972476195e-13,"T_CD8_c02-GPR183","STX7"
"GZMA.18",3.0906962999329e-17,-1.11618906034112,0.268,0.357,6.98775526451829e-13,"T_CD8_c02-GPR183","GZMA"
"LAMTOR1.10",3.14784055338455e-17,-0.427578104377129,0.301,0.429,7.11695270714712e-13,"T_CD8_c02-GPR183","LAMTOR1"
"GPRIN3.9",5.63026041039103e-17,0.392088965151393,0.287,0.179,1.27294557618531e-12,"T_CD8_c02-GPR183","GPRIN3"
"TMEM123.16",6.17125258466703e-17,0.351487350959192,0.576,0.452,1.39525849686737e-12,"T_CD8_c02-GPR183","TMEM123"
"P2RY8.7",6.98049335679465e-17,0.421414297137026,0.471,0.353,1.5782197430377e-12,"T_CD8_c02-GPR183","P2RY8"
"CLDND1.9",7.46746853320872e-17,0.368533264080418,0.289,0.186,1.68831996067316e-12,"T_CD8_c02-GPR183","CLDND1"
"SH3BP2.10",7.68825683864223e-17,-0.377671808856036,0.084,0.194,1.73823798864862e-12,"T_CD8_c02-GPR183","SH3BP2"
"CIITA.13",7.95186348861136e-17,-0.356097061701544,0.02,0.107,1.79783681614014e-12,"T_CD8_c02-GPR183","CIITA"
"RHOC.12",1.14244428540031e-16,-0.43615564310554,0.06,0.161,2.58295228486156e-12,"T_CD8_c02-GPR183","RHOC"
"SCPEP1.14",1.25221808231574e-16,-0.307519180912195,0.05,0.15,2.83113986230765e-12,"T_CD8_c02-GPR183","SCPEP1"
"COX6B1.9",1.33406296720934e-16,-0.327605490318341,0.636,0.706,3.01618296256359e-12,"T_CD8_c02-GPR183","COX6B1"
"RHOH.9",1.66224384160045e-16,0.347613755193821,0.512,0.374,3.75816710147445e-12,"T_CD8_c02-GPR183","RHOH"
"USP36.6",2.1493478303655e-16,0.344304724776378,0.318,0.207,4.85946050967335e-12,"T_CD8_c02-GPR183","USP36"
"CAP1.17",2.57745653896081e-16,-0.391849927657916,0.446,0.556,5.8273714889365e-12,"T_CD8_c02-GPR183","CAP1"
"BRK1.9",2.58507833311327e-16,-0.363747901188615,0.444,0.548,5.8446036033358e-12,"T_CD8_c02-GPR183","BRK1"
"RPL27A.8",3.18440465843441e-16,0.271262508302667,0.887,0.873,7.19962049225436e-12,"T_CD8_c02-GPR183","RPL27A"
"TOB1.8",3.28853540216225e-16,0.394803034078533,0.315,0.206,7.43504969074864e-12,"T_CD8_c02-GPR183","TOB1"
"ATP6V0B.13",3.29464810041532e-16,-0.4594901984801,0.294,0.401,7.448869890229e-12,"T_CD8_c02-GPR183","ATP6V0B"
"FCGRT.18",3.41321751860018e-16,-0.620629630712654,0.108,0.212,7.71694348780315e-12,"T_CD8_c02-GPR183","FCGRT"
"RPL36A.8",3.438095049827e-16,0.299567429244665,0.797,0.739,7.77318909815387e-12,"T_CD8_c02-GPR183","RPL36A"
"CNPY3.14",3.48373402489046e-16,-0.441111064108947,0.316,0.425,7.87637425687483e-12,"T_CD8_c02-GPR183","CNPY3"
"CNN2.10",3.62534651206825e-16,0.324689821328605,0.713,0.621,8.1965459291351e-12,"T_CD8_c02-GPR183","CNN2"
"PTPN18.11",3.88715492153541e-16,-0.428799581280797,0.068,0.171,8.78846856209941e-12,"T_CD8_c02-GPR183","PTPN18"
"SLC38A1.6",4.04790041774468e-16,0.328809586254738,0.504,0.368,9.15189805447894e-12,"T_CD8_c02-GPR183","SLC38A1"
"NCF4.14",4.15635323103382e-16,-0.321005130675182,0.038,0.131,9.39709902004437e-12,"T_CD8_c02-GPR183","NCF4"
"ZBTB25.2",4.2589404625729e-16,0.276359466719598,0.242,0.143,9.62903849183106e-12,"T_CD8_c02-GPR183","ZBTB25"
"CD2.12",4.53794125746797e-16,0.296640331537494,0.525,0.383,1.02598313890093e-11,"T_CD8_c02-GPR183","CD2"
"FOS.17",5.56916931864728e-16,0.358302627981436,0.493,0.377,1.25913349125296e-11,"T_CD8_c02-GPR183","FOS"
"HNRNPLL.11",7.72888477097639e-16,0.294747070395928,0.189,0.104,1.74742355787005e-11,"T_CD8_c02-GPR183","HNRNPLL"
"FUS.6",7.84124219493233e-16,0.408129479823806,0.694,0.609,1.77282644785225e-11,"T_CD8_c02-GPR183","FUS"
"HSH2D.15",1.02582380065582e-15,-0.4248432523154,0.089,0.194,2.31928503090275e-11,"T_CD8_c02-GPR183","HSH2D"
"HSPA5.13",1.06071187183258e-15,0.484083829546286,0.64,0.529,2.39816347102628e-11,"T_CD8_c02-GPR183","HSPA5"
"NCF1.17",1.19185877615364e-15,-0.887172862314299,0.212,0.311,2.69467350700577e-11,"T_CD8_c02-GPR183","NCF1"
"SNX10.14",1.31187011248815e-15,-0.344256360378677,0.061,0.16,2.96600713732445e-11,"T_CD8_c02-GPR183","SNX10"
"S100A4.15",1.42810184828446e-15,-0.696200264320766,0.805,0.79,3.22879546878634e-11,"T_CD8_c02-GPR183","S100A4"
"BCL11A.15",1.45197745282128e-15,-0.379249913704887,0.025,0.108,3.28277582308363e-11,"T_CD8_c02-GPR183","BCL11A"
"ANXA1.14",1.61205896589064e-15,0.371095986712791,0.737,0.622,3.64470411598214e-11,"T_CD8_c02-GPR183","ANXA1"
"CSRNP1.7",1.90744566856458e-15,0.407610818657965,0.316,0.211,4.31254391205767e-11,"T_CD8_c02-GPR183","CSRNP1"
"DGKA.14",2.14550406008681e-15,0.253130401395,0.324,0.211,4.85077012945026e-11,"T_CD8_c02-GPR183","DGKA"
"COX5B.7",2.42802241981373e-15,-0.322534509261712,0.584,0.674,5.48951588895686e-11,"T_CD8_c02-GPR183","COX5B"
"SFXN1.10",2.5222969744877e-15,0.260241408146274,0.284,0.178,5.70266122961923e-11,"T_CD8_c02-GPR183","SFXN1"
"RGS1.3",2.85599825791092e-15,0.340936229888547,0.154,0.081,6.45712646131079e-11,"T_CD8_c02-GPR183","RGS1"
"RALGPS2.17",2.99835638664171e-15,-0.50920280565032,0.021,0.101,6.77898395455825e-11,"T_CD8_c02-GPR183","RALGPS2"
"SLC43A2.8",3.4913758978801e-15,-0.278189147092133,0.02,0.1,7.89365176751711e-11,"T_CD8_c02-GPR183","SLC43A2"
"DOK2.13",3.79203227151978e-15,-0.416338160408485,0.243,0.358,8.57340576267908e-11,"T_CD8_c02-GPR183","DOK2"
"YIPF5.5",4.28959836148455e-15,0.431563286566395,0.247,0.155,9.69835293548043e-11,"T_CD8_c02-GPR183","YIPF5"
"CAPG.15",4.89380397799574e-15,-0.510932204105892,0.089,0.187,1.10644014138506e-10,"T_CD8_c02-GPR183","CAPG"
"RHOG.8",5.32323869373781e-15,-0.350189182836188,0.411,0.516,1.20353103626718e-10,"T_CD8_c02-GPR183","RHOG"
"TNFRSF1B.11",5.36942005532932e-15,-0.451102410943864,0.233,0.349,1.21397218030941e-10,"T_CD8_c02-GPR183","TNFRSF1B"
"SAMSN1.6",5.46191129405771e-15,0.548590313053252,0.318,0.218,1.23488352447351e-10,"T_CD8_c02-GPR183","SAMSN1"
"G6PD.11",5.59615963617657e-15,-0.350550813979371,0.105,0.208,1.26523573214316e-10,"T_CD8_c02-GPR183","G6PD"
"GNAI2.12",6.48743975947768e-15,-0.469920232809963,0.256,0.362,1.46674525522031e-10,"T_CD8_c02-GPR183","GNAI2"
"HMGN2.5",6.6297761348563e-15,-0.32841640254899,0.616,0.702,1.49892608632966e-10,"T_CD8_c02-GPR183","HMGN2"
"CD244.10",7.03038783192729e-15,-0.322750869857568,0.025,0.105,1.58950038492044e-10,"T_CD8_c02-GPR183","CD244"
"VCL.11",7.79893568623699e-15,-0.432827529864594,0.058,0.152,1.76326136930132e-10,"T_CD8_c02-GPR183","VCL"
"BLVRA.7",8.4696307629264e-15,-0.296518636003923,0.051,0.143,1.91489881919003e-10,"T_CD8_c02-GPR183","BLVRA"
"NRROS.8",8.82309075490732e-15,-0.26056652003638,0.04,0.127,1.994812588777e-10,"T_CD8_c02-GPR183","NRROS"
"NKG7.18",8.82870833446344e-15,-2.55966329245676,0.459,0.447,1.99608266733884e-10,"T_CD8_c02-GPR183","NKG7"
"TKT.18",1.05873382219337e-14,-0.748014788220295,0.344,0.429,2.39369129859699e-10,"T_CD8_c02-GPR183","TKT"
"PTGER4.10",1.06761269921623e-14,0.429286264068356,0.315,0.213,2.41376555165798e-10,"T_CD8_c02-GPR183","PTGER4"
"CORO7.2",1.11019254680704e-14,0.275802512758934,0.223,0.134,2.51003432907603e-10,"T_CD8_c02-GPR183","CORO7"
"CCSER2.7",1.21163321559979e-14,0.310016276153947,0.338,0.227,2.73938153714956e-10,"T_CD8_c02-GPR183","CCSER2"
"IFITM2.14",1.28522164015681e-14,-0.621257187105185,0.584,0.665,2.90575760623052e-10,"T_CD8_c02-GPR183","IFITM2"
"SASH3.12",1.40135536153808e-14,-0.375810964002397,0.236,0.352,3.16832433690145e-10,"T_CD8_c02-GPR183","SASH3"
"GSAP.11",1.50673665187062e-14,-0.319321975814011,0.035,0.118,3.40658089621428e-10,"T_CD8_c02-GPR183","GSAP"
"EZR.12",1.59814832884987e-14,0.405218901421543,0.642,0.538,3.61325355669668e-10,"T_CD8_c02-GPR183","EZR"
"TRDC.15",1.77264471266443e-14,-0.463360802577152,0.024,0.102,4.00777243086301e-10,"T_CD8_c02-GPR183","TRDC"
"CDC42SE2.5",1.8662262826838e-14,0.357969664327694,0.548,0.435,4.21935100251981e-10,"T_CD8_c02-GPR183","CDC42SE2"
"CAPNS1.10",2.18994186139692e-14,-0.33679552714585,0.092,0.192,4.9512395544323e-10,"T_CD8_c02-GPR183","CAPNS1"
"DBNL.7",2.22435720105931e-14,-0.354814910992099,0.225,0.341,5.029049195875e-10,"T_CD8_c02-GPR183","DBNL"
"LAIR1.11",2.24650733144502e-14,-0.288723248211812,0.063,0.157,5.07912842566405e-10,"T_CD8_c02-GPR183","LAIR1"
"RGS19.8",2.58896694483732e-14,-0.412578588148883,0.224,0.333,5.85339536558269e-10,"T_CD8_c02-GPR183","RGS19"
"MGAT4A.9",2.8657376677377e-14,0.312548986260895,0.471,0.354,6.47914629298817e-10,"T_CD8_c02-GPR183","MGAT4A"
"CEBPB.9",4.20477458261916e-14,-0.339306543273458,0.062,0.154,9.50657485384365e-10,"T_CD8_c02-GPR183","CEBPB"
"RNF125.9",5.03561052196335e-14,0.428356736278209,0.366,0.256,1.13850118291069e-09,"T_CD8_c02-GPR183","RNF125"
"AC044849.1.7",5.14277491455751e-14,0.377740905665516,0.458,0.345,1.16272998043231e-09,"T_CD8_c02-GPR183","AC044849.1"
"TNFSF8.5",5.37424284745802e-14,0.25372773183148,0.166,0.092,1.21506256538178e-09,"T_CD8_c02-GPR183","TNFSF8"
"WDR83OS.11",5.76601082898796e-14,-0.347214321072328,0.427,0.526,1.30363738832589e-09,"T_CD8_c02-GPR183","WDR83OS"
"AP1S2.18",7.03611478166711e-14,-0.588869060900509,0.174,0.273,1.59079519098712e-09,"T_CD8_c02-GPR183","AP1S2"
"ANKRD12.5",7.8617880643489e-14,0.352068646071229,0.645,0.543,1.77747166346864e-09,"T_CD8_c02-GPR183","ANKRD12"
"ANXA2.14",8.18992817384468e-14,-0.539734529199264,0.314,0.408,1.85166086082454e-09,"T_CD8_c02-GPR183","ANXA2"
"POU2F2.18",1.11660637695906e-13,-0.476215344794297,0.154,0.256,2.52453535766674e-09,"T_CD8_c02-GPR183","POU2F2"
"ODF3B.15",1.14345704274998e-13,-0.324069607601755,0.042,0.124,2.58524202795343e-09,"T_CD8_c02-GPR183","ODF3B"
"PPP1R18.13",1.1576678623859e-13,-0.370541410033596,0.331,0.443,2.61737127006828e-09,"T_CD8_c02-GPR183","PPP1R18"
"CYC1.8",1.21289908978713e-13,-0.328482522548098,0.153,0.259,2.74224355209973e-09,"T_CD8_c02-GPR183","CYC1"
"OSTF1.8",1.21302044366939e-13,-0.329802163762319,0.332,0.444,2.74251792109212e-09,"T_CD8_c02-GPR183","OSTF1"
"ALDOA.11",1.29899086430977e-13,-0.424574242550104,0.572,0.632,2.93688844511796e-09,"T_CD8_c02-GPR183","ALDOA"
"PHF1.6",1.30379137317522e-13,0.293708659154248,0.405,0.286,2.94774191561185e-09,"T_CD8_c02-GPR183","PHF1"
"SRSF7.6",1.44017506560813e-13,0.356970359910701,0.677,0.583,3.25609180583343e-09,"T_CD8_c02-GPR183","SRSF7"
"PDE4B.9",1.55143718278789e-13,0.333938756456269,0.296,0.198,3.50764432656514e-09,"T_CD8_c02-GPR183","PDE4B"
"GLRX.11",1.73766515439076e-13,-0.414530492570096,0.22,0.324,3.92868714756207e-09,"T_CD8_c02-GPR183","GLRX"
"TESC.10",1.86688296218917e-13,-0.282567110819632,0.036,0.116,4.22083568921349e-09,"T_CD8_c02-GPR183","TESC"
"CCND2.9",2.04576614440174e-13,0.272951005922686,0.271,0.174,4.62527267587789e-09,"T_CD8_c02-GPR183","CCND2"
"COMT.10",2.07848580039051e-13,-0.331184396751842,0.108,0.207,4.6992485461029e-09,"T_CD8_c02-GPR183","COMT"
"FAM49B.10",2.26848684105452e-13,-0.3413391038443,0.331,0.442,5.12882189894016e-09,"T_CD8_c02-GPR183","FAM49B"
"BNIP3L.7",2.27872808829631e-13,-0.339166662204967,0.191,0.3,5.15197633482913e-09,"T_CD8_c02-GPR183","BNIP3L"
"HIVEP2.10",2.9586552525658e-13,0.280498385729568,0.223,0.137,6.68922366052603e-09,"T_CD8_c02-GPR183","HIVEP2"
"KYNU.13",3.43263637248486e-13,-0.258448877233764,0.037,0.116,7.76084757455101e-09,"T_CD8_c02-GPR183","KYNU"
"ARPC1B.10",3.58275035407335e-13,-0.415185909869626,0.507,0.584,8.10024027552444e-09,"T_CD8_c02-GPR183","ARPC1B"
"SPTAN1.6",3.70620903325152e-13,0.366900878539007,0.415,0.307,8.37936800327837e-09,"T_CD8_c02-GPR183","SPTAN1"
"HNRNPA1.3",4.26854553876067e-13,0.261671882723121,0.837,0.781,9.650754608584e-09,"T_CD8_c02-GPR183","HNRNPA1"
"YPEL5.9",4.44760413343484e-13,0.418344987239721,0.521,0.43,1.00555881852828e-08,"T_CD8_c02-GPR183","YPEL5"
"G3BP2.3",4.5623014776658e-13,0.382784428540042,0.469,0.366,1.03149074108546e-08,"T_CD8_c02-GPR183","G3BP2"
"PTPN12.11",4.64459897771868e-13,-0.292591966811898,0.029,0.103,1.05009738287242e-08,"T_CD8_c02-GPR183","PTPN12"
"PTP4A2.11",4.68627956497684e-13,-0.344762490225569,0.253,0.362,1.05952094684561e-08,"T_CD8_c02-GPR183","PTP4A2"
"HMGN3.9",5.23433458136946e-13,-0.335157033012125,0.306,0.421,1.18343070550182e-08,"T_CD8_c02-GPR183","HMGN3"
"TSPO.14",5.36069609107407e-13,-0.74686170308713,0.441,0.5,1.21199977923094e-08,"T_CD8_c02-GPR183","TSPO"
"PSMB9.12",5.36507004863721e-13,-0.331619866305949,0.54,0.632,1.21298868729639e-08,"T_CD8_c02-GPR183","PSMB9"
"ABLIM1.12",5.48091452010241e-13,0.30292270260625,0.399,0.284,1.23917996384995e-08,"T_CD8_c02-GPR183","ABLIM1"
"ANXA4.9",5.83597896502733e-13,-0.284714503030918,0.061,0.147,1.31945648420303e-08,"T_CD8_c02-GPR183","ANXA4"
"LTA4H.17",6.43586354504098e-13,-0.444463949693912,0.19,0.29,1.45508438889831e-08,"T_CD8_c02-GPR183","LTA4H"
